uid,has_overdue,week,order_no,create_time,application_amount
42,1,2,165268008585148292,2020-12-16 01:00:04,500000.00
42,0,2,124268008606830611,2020-12-16 01:02:06,300000.00
42,1,2,108268009463217016,2020-12-16 02:26:56,500000.00
42,1,2,149267874382712859,2020-12-16 02:28:35,600000.00
42,1,2,137268009493621429,2020-12-16 02:30:02,500000.00
42,1,2,141268014019475424,2020-12-16 10:02:08,400000.00
42,1,2,82268018867734557,2020-12-16 18:06:00,750000.00
42,1,3,104268024439600807,2020-12-17 03:23:55,400000.00
42,1,3,172268024447733301,2020-12-17 03:25:14,400000.00
42,1,3,155268024474004082,2020-12-17 03:28:32,600000.00
42,1,3,135268024496464108,2020-12-17 03:30:36,600000.00
42,1,3,113268024549367848,2020-12-17 03:34:53,500000.00
42,1,3,159268024558658133,2020-12-17 03:36:13,600000.00
42,0,6,81268079049180755,2020-12-20 22:24:54,510000.00
42,1,6,9268079486707534,2020-12-20 23:08:17,340000.00
42,1,1,105268094843582845,2020-12-22 00:44:08,700000.00
42,1,1,124268101313373122,2020-12-22 11:32:37,350000.00
43,0,6,9267977025516514,2020-12-13 20:22:56,400000.00
43,1,6,9268079625627707,2020-12-20 23:22:16,600000.00
44,0,0,106266871237347737,2020-09-28 01:23:13,300000.00
44,0,6,106266965736934311,2020-10-04 14:53:03,300000.00
44,1,6,106267064231385995,2020-10-11 11:03:54,400000.00
44,0,0,106267180833368373,2020-10-19 13:23:59,400000.00
44,0,5,81267257185594486,2020-10-24 20:38:11,450000.00
44,1,0,106267282761911203,2020-10-26 15:16:12,500000.00
44,0,1,106267396698852722,2020-11-03 13:09:47,500000.00
44,0,3,83267430085698696,2020-11-05 20:48:31,410000.00
44,0,1,106267497491094017,2020-11-10 13:09:36,500000.00
44,0,3,83267527607404846,2020-11-12 15:20:17,580000.00
44,0,1,106267599176877017,2020-11-17 14:37:05,600000.00
44,0,2,83267614132302608,2020-11-18 15:33:08,550000.00
44,0,2,82267615651647377,2020-11-18 18:05:06,510000.00
44,0,4,134267643904998642,2020-11-20 17:13:36,500000.00
44,0,4,135267644008827448,2020-11-20 17:21:27,600000.00
44,0,5,149267648509675387,2020-11-21 00:52:49,600000.00
44,0,5,128267648533093490,2020-11-21 00:54:01,500000.00
44,0,0,125267686392946903,2020-11-23 16:00:17,450000.00
44,0,0,105267686401241172,2020-11-23 16:01:17,500000.00
44,0,1,106267702656624608,2020-11-24 19:05:38,600000.00
44,0,2,82267715263931678,2020-11-25 16:06:24,640000.00
44,0,2,83267715409825899,2020-11-25 16:20:28,580000.00
44,0,4,134267741955283865,2020-11-27 12:36:19,550000.00
44,0,4,135267741989417090,2020-11-27 12:39:16,750000.00
44,0,4,149267742019253141,2020-11-27 12:44:19,750000.00
44,0,4,128267742054822495,2020-11-27 12:46:54,500000.00
44,0,6,9267777429069658,2020-11-29 23:42:00,510000.00
44,0,0,125267785145186216,2020-11-30 12:34:36,500000.00
44,0,0,105267785186653481,2020-11-30 12:39:00,600000.00
44,0,1,106267803568289220,2020-12-01 19:16:17,700000.00
44,0,2,82267815648931975,2020-12-02 15:24:58,800000.00
44,0,2,83267817098522983,2020-12-02 17:49:40,800000.00
44,0,4,134267843257639239,2020-12-04 13:25:32,700000.00
44,0,4,135267843563042224,2020-12-04 13:56:45,900000.00
44,1,4,149267843616566900,2020-12-04 14:01:47,900000.00
44,0,4,128267843701555928,2020-12-04 14:11:05,600000.00
44,0,4,160267847889975007,2020-12-04 21:11:41,500000.00
44,0,4,158267847924323974,2020-12-04 21:12:18,600000.00
44,1,4,155267847945125995,2020-12-04 21:14:26,700000.00
44,0,4,165267847967236970,2020-12-04 21:16:46,500000.00
44,0,4,141267849289001165,2020-12-04 23:29:05,400000.00
44,1,5,108267860747363286,2020-12-05 18:34:48,500000.00
44,1,5,113267860759207777,2020-12-05 18:35:59,500000.00
44,1,5,127267860763153596,2020-12-05 18:36:37,500000.00
44,0,5,137267861992605947,2020-12-05 20:39:52,500000.00
44,1,5,119267862005767452,2020-12-05 20:40:24,400000.00
44,0,5,117267862005377832,2020-12-05 20:41:04,500000.00
44,0,6,9267872895997387,2020-12-06 14:49:38,510000.00
44,0,0,125267888831755227,2020-12-07 17:23:54,600000.00
44,0,0,105267890882919769,2020-12-07 20:48:42,700000.00
44,0,1,106267903982508027,2020-12-08 18:38:13,700000.00
44,0,2,82267915676586104,2020-12-09 14:07:26,680000.00
44,0,2,83267916813034382,2020-12-09 16:01:53,620000.00
44,1,4,128267944279167085,2020-12-11 13:47:46,600000.00
44,1,4,141267944487694191,2020-12-11 14:09:05,500000.00
44,0,4,165267946019170538,2020-12-11 16:41:19,550000.00
44,0,4,160267946267490388,2020-12-11 17:07:19,600000.00
44,1,4,135267947061487527,2020-12-11 18:26:53,850000.00
44,1,4,158267947641570490,2020-12-11 19:24:55,650000.00
44,0,4,134267948993955568,2020-12-11 21:40:01,750000.00
44,0,5,81267950848706353,2020-12-12 00:44:25,230000.00
44,0,5,117267960963591245,2020-12-12 17:37:01,500000.00
44,0,5,159267961047985442,2020-12-12 17:44:23,600000.00
44,0,5,124267961046765826,2020-12-12 17:45:13,300000.00
44,0,5,109267961132369580,2020-12-12 17:53:32,400000.00
44,0,5,170267961225669401,2020-12-12 18:03:09,400000.00
44,0,5,137267963148662712,2020-12-12 21:14:29,550000.00
44,0,5,154267963194982275,2020-12-12 21:19:32,500000.00
44,0,6,167267965007021961,2020-12-13 00:20:40,350000.00
44,0,6,113267974737833258,2020-12-13 16:33:56,550000.00
44,1,6,9267975807631709,2020-12-13 18:20:21,620000.00
44,0,6,144267976256261876,2020-12-13 19:05:19,500000.00
44,0,6,169267978799510366,2020-12-13 23:19:50,500000.00
44,0,0,156267987138360501,2020-12-14 13:13:24,500000.00
44,0,0,162267987198100969,2020-12-14 13:19:46,500000.00
44,1,0,125267987404364356,2020-12-14 13:40:35,600000.00
44,0,0,164267991097981974,2020-12-14 19:50:03,300000.00
44,0,1,106268005815017430,2020-12-15 20:21:23,700000.00
44,0,2,83268019137577132,2020-12-16 18:33:12,510000.00
44,0,2,82268020149370288,2020-12-16 20:14:54,560000.00
44,0,3,130268023011385237,2020-12-17 01:01:39,500000.00
44,0,3,104268029191543544,2020-12-17 11:20:03,400000.00
44,0,4,151268047474371754,2020-12-18 17:47:27,500000.00
44,1,4,165268049643691225,2020-12-18 21:24:25,600000.00
44,0,4,105268049677539687,2020-12-18 21:28:12,700000.00
44,0,5,152268051727113242,2020-12-19 00:52:55,500000.00
44,0,5,111268051747370093,2020-12-19 00:54:47,500000.00
44,0,5,131268051776253375,2020-12-19 00:57:42,400000.00
44,0,5,132268051798295897,2020-12-19 00:59:42,500000.00
44,0,5,160268062184955990,2020-12-19 18:18:31,600000.00
44,0,6,147268076317864470,2020-12-20 17:52:17,600000.00
44,0,6,124268076578377421,2020-12-20 18:17:55,300000.00
44,0,1,134268094877771752,2020-12-22 00:47:44,500000.00
44,0,1,117268094884306406,2020-12-22 00:49:03,500000.00
45,0,2,8266705296719829,2020-09-16 12:49:41,410000.00
45,0,2,8266808865119288,2020-09-23 17:26:10,650000.00
45,0,1,81266895627172681,2020-09-29 18:02:15,600000.00
45,0,1,81267096142616612,2020-10-13 16:14:41,650000.00
45,0,1,81267294096613530,2020-10-27 10:09:26,650000.00
45,0,1,81267397003513570,2020-11-03 13:40:03,800000.00
45,0,3,83267527104109042,2020-11-12 14:30:42,370000.00
45,0,1,104267598786372028,2020-11-17 13:58:13,400000.00
45,0,3,83267626872651132,2020-11-19 12:47:02,420000.00
45,1,5,82267654257779755,2020-11-21 10:25:45,510000.00
45,1,1,104267700517644701,2020-11-24 15:31:36,400000.00
45,0,6,9267769835550473,2020-11-29 11:03:03,510000.00
45,0,1,81267802661831951,2020-12-01 17:46:02,800000.00
45,0,2,104267817924565787,2020-12-02 19:12:08,400000.00
45,1,3,104267933393086661,2020-12-10 19:39:32,400000.00
45,1,6,9267972624049898,2020-12-13 13:02:29,740000.00
45,0,6,82267973906724115,2020-12-13 15:10:35,680000.00
45,1,2,81268015854352755,2020-12-16 13:05:27,800000.00
45,0,3,83268032868786236,2020-12-17 17:26:44,290000.00
45,0,6,82268076799727076,2020-12-20 18:39:40,380000.00
45,0,4,104268148385868452,2020-12-25 17:58:41,400000.00
46,0,6,81267770638486172,2020-11-29 12:23:20,300000.00
46,0,0,81267885605371827,2020-12-07 12:00:52,510000.00
46,0,5,83267957517123682,2020-12-12 11:51:42,510000.00
46,0,2,9268015384291644,2020-12-16 12:18:41,400000.00
46,0,3,81268032324040661,2020-12-17 16:32:46,550000.00
46,1,3,83268032443347056,2020-12-17 16:44:36,620000.00
46,1,6,9268077749916689,2020-12-20 20:14:27,740000.00
46,1,2,81268119058107258,2020-12-23 17:06:00,550000.00
47,0,0,81267788781909002,2020-11-30 18:38:26,510000.00
47,0,0,9267789306187360,2020-11-30 19:30:35,460000.00
47,0,1,82267801843423092,2020-12-01 16:24:15,510000.00
47,0,4,109267846452120896,2020-12-04 18:45:54,400000.00
47,0,6,83267874374026681,2020-12-06 17:17:27,510000.00
47,0,0,81267887097959776,2020-12-07 14:29:45,600000.00
47,0,0,9267887181159637,2020-12-07 14:38:18,510000.00
47,0,0,106267887467461862,2020-12-07 15:06:34,500000.00
47,0,1,82267903142149429,2020-12-08 17:14:57,620000.00
47,0,6,83267974651952653,2020-12-13 16:25:01,510000.00
47,0,6,81267976311614164,2020-12-13 19:11:15,680000.00
47,0,0,9267987295689071,2020-12-14 13:29:07,620000.00
47,0,0,106267987553079034,2020-12-14 13:55:20,550000.00
47,0,1,82268002463473884,2020-12-15 14:46:18,560000.00
47,0,2,165268019014168810,2020-12-16 18:25:59,500000.00
47,1,2,124268019166976019,2020-12-16 18:37:13,300000.00
47,1,2,105268019183966344,2020-12-16 18:38:29,500000.00
47,1,2,134268019204642465,2020-12-16 18:40:51,600000.00
47,1,2,170268019223320560,2020-12-16 18:42:43,400000.00
47,1,2,160268019319032659,2020-12-16 18:52:34,500000.00
47,1,2,108268019348526633,2020-12-16 18:55:37,500000.00
47,1,2,137268019391751774,2020-12-16 19:00:12,500000.00
47,1,2,159268019407497625,2020-12-16 19:01:43,600000.00
47,1,2,127268019429618188,2020-12-16 19:03:02,500000.00
47,1,2,135268020422562984,2020-12-16 20:42:44,600000.00
47,1,4,104268046828973357,2020-12-18 16:42:09,400000.00
47,1,6,81268075148537027,2020-12-20 15:54:03,680000.00
47,0,6,83268075804415202,2020-12-20 17:00:52,340000.00
47,1,6,156268077936479391,2020-12-20 20:34:20,500000.00
47,1,6,130268077952426916,2020-12-20 20:35:38,500000.00
47,1,6,147268077952451090,2020-12-20 20:36:24,600000.00
47,1,6,144268077967612363,2020-12-20 20:37:20,500000.00
47,1,6,111268077971418132,2020-12-20 20:38:19,500000.00
47,1,6,118268077987893204,2020-12-20 20:39:03,500000.00
47,1,6,132268077991249218,2020-12-20 20:39:45,500000.00
47,1,6,9268078038090426,2020-12-20 20:43:19,620000.00
47,1,0,106268089546719596,2020-12-21 15:54:52,600000.00
47,0,1,82268104022115197,2020-12-22 16:02:17,290000.00
48,0,6,9267871246715636,2020-12-06 12:04:11,460000.00
48,0,6,9267974807155002,2020-12-13 16:40:57,740000.00
48,1,6,9268078103627526,2020-12-20 20:50:05,740000.00
49,0,3,9268023072953930,2020-12-17 01:07:50,340000.00
49,1,6,9268078285844422,2020-12-20 21:08:00,740000.00
50,0,1,81267604733458217,2020-11-17 23:53:03,510000.00
50,0,2,81267713115528124,2020-11-25 12:31:48,680000.00
50,0,2,81267815231876954,2020-12-02 14:43:34,630000.00
50,0,0,83267891351246584,2020-12-07 21:35:21,510000.00
50,0,2,81267914997660166,2020-12-09 12:59:15,680000.00
50,1,2,83268014788232824,2020-12-16 11:18:14,620000.00
50,1,2,81268021792341505,2020-12-16 22:59:36,800000.00
50,1,6,9268078241055512,2020-12-20 21:04:25,400000.00
50,1,0,82268090905307322,2020-12-21 18:10:40,440000.00
51,0,6,82267469095837293,2020-11-08 13:49:05,410000.00
51,0,6,81267469363796826,2020-11-08 14:16:42,450000.00
51,0,6,83267469497307462,2020-11-08 14:29:03,370000.00
51,1,1,83267499601404301,2020-11-10 16:40:38,210000.00
51,1,6,82267572997122896,2020-11-15 18:59:08,480000.00
51,1,2,83267615827049179,2020-11-18 18:22:20,420000.00
51,1,0,82267684539553633,2020-11-23 12:53:45,490000.00
51,0,6,9267770687865454,2020-11-29 12:28:38,400000.00
51,0,3,83267829331371344,2020-12-03 14:13:55,510000.00
51,0,6,9267874664823867,2020-12-06 17:46:44,510000.00
51,0,2,82267918479688319,2020-12-09 18:47:30,340000.00
51,0,5,81267963577729099,2020-12-12 21:57:55,230000.00
51,0,6,9267972356165531,2020-12-13 12:35:52,740000.00
51,1,6,9268078349835905,2020-12-20 21:14:17,740000.00
51,1,0,105268087775569172,2020-12-21 12:57:50,500000.00
52,0,5,81267155019679747,2020-10-17 18:21:07,490000.00
52,0,4,81267243408451957,2020-10-23 21:40:19,480000.00
52,0,5,9267254253779972,2020-10-24 15:45:30,450000.00
52,0,4,81267340763691218,2020-10-30 15:56:54,530000.00
52,0,5,9267356377050206,2020-10-31 17:57:55,420000.00
52,0,5,81267454716531852,2020-11-07 13:51:18,530000.00
52,0,5,9267455029890149,2020-11-07 14:22:22,420000.00
52,0,3,81267729252078983,2020-11-26 15:25:38,800000.00
52,0,6,9267763373944890,2020-11-29 00:17:09,740000.00
52,0,3,81267829789215178,2020-12-03 14:58:51,800000.00
52,0,5,9267861396123399,2020-12-05 19:39:55,460000.00
52,0,3,81267931433038965,2020-12-10 16:23:55,800000.00
52,0,5,9267960539324828,2020-12-12 16:53:06,850000.00
52,1,4,81268047122268699,2020-12-18 17:12:05,800000.00
52,1,6,9268078386496093,2020-12-20 21:18:40,850000.00
53,0,0,8266669847071325,2020-09-14 01:44:25,160000.00
53,0,0,111267486799036807,2020-11-09 19:22:25,300000.00
53,0,0,106267487429318502,2020-11-09 20:28:38,300000.00
53,0,2,9267615391966308,2020-11-18 17:39:07,510000.00
53,0,3,9267720228695918,2020-11-26 00:22:07,460000.00
53,0,2,9267816986256695,2020-12-02 17:38:21,460000.00
53,0,2,9267919548748012,2020-12-09 20:34:13,460000.00
53,0,0,160267990021251186,2020-12-14 18:04:41,500000.00
53,0,0,106267990051203011,2020-12-14 18:07:10,550000.00
53,0,0,113267990364666803,2020-12-14 18:37:23,500000.00
53,0,0,134267990631153466,2020-12-14 19:04:49,600000.00
53,0,1,104267995487437686,2020-12-15 03:09:55,400000.00
53,0,4,9268038088615594,2020-12-18 02:08:05,400000.00
53,0,6,127268066155495200,2020-12-20 00:56:46,500000.00
53,0,6,128268066177506118,2020-12-20 00:58:05,500000.00
53,0,6,151268072368929661,2020-12-20 11:17:08,500000.00
53,0,6,156268076448239640,2020-12-20 18:05:56,500000.00
53,0,6,111268077741305839,2020-12-20 20:15:07,500000.00
53,1,6,9268078378681425,2020-12-20 21:17:19,700000.00
53,0,1,124268103952464146,2020-12-22 15:57:17,300000.00
54,0,1,9263967701558496,2020-03-10 10:10:52,200000.00
54,0,4,9266231832134122,2020-08-14 15:43:26,160000.00
54,1,1,8266290374688169,2020-08-18 17:17:05,210000.00
54,1,6,9266360661269203,2020-08-23 14:26:51,210000.00
54,0,4,106266534971889712,2020-09-04 16:57:03,300000.00
54,0,2,106267001076710151,2020-10-07 01:47:32,300000.00
54,0,0,82267072758458629,2020-10-12 01:15:52,110000.00
55,0,2,9267617605168655,2020-11-18 21:20:50,340000.00
55,0,4,9267846388864965,2020-12-04 18:38:45,510000.00
55,1,6,9267977469926633,2020-12-13 21:06:46,850000.00
56,1,6,9268078534217256,2020-12-20 21:33:10,400000.00
57,0,1,106265685093382501,2020-07-07 16:36:21,300000.00
57,0,5,106267151263409842,2020-10-17 12:06:16,300000.00
57,0,0,135267676889006317,2020-11-23 00:10:34,600000.00
57,0,2,108267717126496915,2020-11-25 19:13:28,500000.00
57,0,3,113267727651053597,2020-11-26 12:46:36,300000.00
57,0,3,128267729072630114,2020-11-26 15:07:35,500000.00
57,0,3,132267729633618169,2020-11-26 16:03:31,300000.00
57,0,4,149267741485323522,2020-11-27 11:50:05,600000.00
57,0,5,162267758699499074,2020-11-28 16:30:02,500000.00
57,0,5,124267759069101446,2020-11-28 17:06:25,300000.00
57,0,5,153267759387736712,2020-11-28 17:38:26,500000.00
57,0,5,161267760088581141,2020-11-28 18:48:56,500000.00
57,0,5,105267761409991553,2020-11-28 21:00:49,500000.00
57,0,6,137267770542877885,2020-11-29 12:14:53,500000.00
57,0,6,127267770686488691,2020-11-29 12:28:26,500000.00
57,0,6,165267772774830329,2020-11-29 15:58:15,500000.00
57,0,6,83267774335932299,2020-11-29 18:33:26,340000.00
57,0,0,115267785102842633,2020-11-30 12:30:23,300000.00
57,0,0,141267787724602388,2020-11-30 16:52:52,400000.00
57,0,0,144267788118649643,2020-11-30 17:31:22,500000.00
57,0,1,117267798952580341,2020-12-01 11:35:58,500000.00
57,0,1,111267801924066177,2020-12-01 16:32:43,500000.00
57,0,1,167267806306377184,2020-12-01 23:50:38,350000.00
57,0,2,104267814723783428,2020-12-02 13:53:11,400000.00
57,0,2,131267815009394402,2020-12-02 14:20:16,400000.00
57,0,3,118267833444894387,2020-12-03 21:04:17,500000.00
57,0,4,170267841654601464,2020-12-04 10:46:08,400000.00
57,0,4,129267846797747301,2020-12-04 19:20:09,300000.00
57,0,4,149267847168470792,2020-12-04 19:56:45,800000.00
57,0,6,119267818805508651,2020-12-06 11:48:28,400000.00
57,0,6,130267872804056508,2020-12-06 14:40:51,500000.00
57,0,0,111267885418068997,2020-12-07 11:41:53,600000.00
57,0,0,139267818747161907,2020-12-07 11:47:44,300000.00
57,0,1,169267818785342342,2020-12-08 02:08:52,500000.00
57,0,1,134267899719176818,2020-12-08 11:31:46,600000.00
57,0,1,107267899787164408,2020-12-08 11:38:43,320000.00
57,0,1,167267899841387458,2020-12-08 11:45:09,350000.00
57,0,2,109267818764103494,2020-12-09 01:19:55,400000.00
57,0,2,132267914508297114,2020-12-09 12:11:21,500000.00
57,0,3,118267922462130542,2020-12-10 09:51:08,600000.00
57,0,3,125267818739048673,2020-12-10 12:03:19,550000.00
57,0,3,104267930181891784,2020-12-10 14:18:53,400000.00
57,0,4,131267942598296999,2020-12-11 10:59:42,500000.00
57,0,4,147267942688634807,2020-12-11 11:08:30,600000.00
57,0,4,117267942759800269,2020-12-11 11:16:03,500000.00
57,0,5,160267957368774880,2020-12-12 11:38:18,500000.00
57,0,5,159267959022566245,2020-12-12 14:22:43,600000.00
57,0,5,170267963352493733,2020-12-12 21:35:42,400000.00
57,0,6,130267971738041493,2020-12-13 11:33:30,600000.00
57,0,6,119267974448060084,2020-12-13 16:05:11,500000.00
57,0,0,149267986225960455,2020-12-14 11:43:16,900000.00
57,0,0,111267986297379951,2020-12-14 11:49:33,700000.00
57,0,0,172267942731522533,2020-12-14 11:55:14,400000.00
57,0,0,169267987549514331,2020-12-14 13:54:16,550000.00
57,1,1,109268000722747908,2020-12-15 11:52:52,500000.00
57,0,1,167268002095230638,2020-12-15 14:09:35,500000.00
57,1,2,134268019791948325,2020-12-16 19:39:28,650000.00
57,1,3,132268029369919460,2020-12-17 11:36:13,600000.00
57,1,3,118268029443715257,2020-12-17 11:45:10,700000.00
57,1,3,167268031507722768,2020-12-17 15:10:25,500000.00
57,1,4,104268043893711529,2020-12-18 11:49:29,400000.00
57,1,4,147268043935060407,2020-12-18 11:53:25,600000.00
57,1,4,131268044932793122,2020-12-18 13:34:09,600000.00
57,1,5,117268057717082830,2020-12-19 10:51:45,600000.00
57,1,5,159268057943089654,2020-12-19 11:14:40,650000.00
57,1,5,170268063614650587,2020-12-19 20:42:55,450000.00
57,1,6,130268072898227298,2020-12-20 12:10:27,700000.00
57,1,6,119268078208495717,2020-12-20 21:01:17,500000.00
57,1,6,9268078467123203,2020-12-20 21:26:19,340000.00
57,1,0,111268088501811426,2020-12-21 14:11:00,800000.00
57,1,0,149268089062721824,2020-12-21 15:07:08,600000.00
57,0,0,82268090163121826,2020-12-21 16:56:51,560000.00
58,0,0,9267890951793800,2020-12-07 20:55:27,340000.00
58,0,4,83267948232936814,2020-12-11 20:23:37,120000.00
58,0,0,9267987133020948,2020-12-14 13:13:34,620000.00
58,0,0,160267988157991749,2020-12-14 14:55:52,500000.00
58,0,0,105267988187905314,2020-12-14 14:59:06,500000.00
58,0,0,108267989285438334,2020-12-14 16:48:55,500000.00
58,0,0,165267989517633835,2020-12-14 17:11:59,500000.00
58,0,0,124267991711909065,2020-12-14 20:51:58,300000.00
58,0,3,104268036167969666,2020-12-17 22:56:58,400000.00
58,1,6,9268078461715027,2020-12-20 21:26:32,510000.00
58,0,0,117268080045889128,2020-12-21 00:05:26,500000.00
58,0,1,161268101395314018,2020-12-22 11:40:02,500000.00
58,0,1,151268101403807810,2020-12-22 11:43:07,500000.00
58,0,1,147268102673452785,2020-12-22 13:47:23,600000.00
58,0,1,155268102946991079,2020-12-22 14:14:56,450000.00
58,0,2,81268117418409570,2020-12-23 14:21:57,400000.00
59,0,1,8266086899878345,2020-08-04 14:09:52,160000.00
59,0,1,9266694108290152,2020-09-15 18:10:07,370000.00
59,0,1,9266791833381406,2020-09-22 13:03:27,420000.00
59,0,2,9266911691996388,2020-09-30 20:49:23,420000.00
59,0,2,9267009917847864,2020-10-07 16:31:42,480000.00
59,0,6,9267771371663472,2020-11-29 13:37:17,850000.00
59,0,6,9267871359065268,2020-12-06 12:15:32,850000.00
59,0,6,105267871965558643,2020-12-06 13:16:52,500000.00
59,0,6,158267871987467362,2020-12-06 13:19:10,600000.00
59,0,6,160267874607756235,2020-12-06 17:41:15,500000.00
59,0,1,149267901814672378,2020-12-08 15:02:01,650000.00
59,0,2,159267917787211115,2020-12-09 17:38:40,600000.00
59,0,2,108267917791237253,2020-12-09 17:40:19,500000.00
59,0,4,165267946808227137,2020-12-11 18:01:02,500000.00
59,0,5,125267952206078897,2020-12-12 03:00:35,550000.00
59,0,5,124267952212820417,2020-12-12 03:01:57,300000.00
59,1,5,104267952225574390,2020-12-12 03:02:59,400000.00
59,1,5,141267952243398712,2020-12-12 03:04:12,400000.00
59,1,5,109267952292625761,2020-12-12 03:09:29,400000.00
59,1,5,137267952348058513,2020-12-12 03:14:45,500000.00
59,0,5,134267952356999887,2020-12-12 03:16:03,600000.00
59,1,5,171267952379806304,2020-12-12 03:17:24,400000.00
59,1,5,170267952395662921,2020-12-12 03:19:53,400000.00
59,1,6,160267973412262309,2020-12-13 14:21:33,600000.00
59,1,6,105267973427953334,2020-12-13 14:22:22,600000.00
59,1,6,158267973444707903,2020-12-13 14:24:22,650000.00
59,0,6,9267974319770444,2020-12-13 15:51:52,320000.00
59,0,1,149268004281205489,2020-12-15 17:48:44,800000.00
59,1,2,159268016368977469,2020-12-16 13:56:59,650000.00
59,0,2,108268018871348144,2020-12-16 18:08:28,600000.00
59,0,4,83268037401831805,2020-12-18 01:00:32,510000.00
59,0,4,165268047125415835,2020-12-18 17:12:37,550000.00
59,0,5,117268064139273346,2020-12-19 21:33:23,500000.00
59,0,5,134268064286188637,2020-12-19 21:48:23,650000.00
59,0,5,124268064285991831,2020-12-19 21:49:15,350000.00
59,0,5,127268064516979683,2020-12-19 22:15:40,500000.00
59,0,5,144268064567790510,2020-12-19 22:30:56,500000.00
59,0,5,128268064711243841,2020-12-19 22:32:05,500000.00
59,0,5,156268064732507957,2020-12-19 22:33:52,500000.00
59,0,5,164268065064088347,2020-12-19 23:06:42,300000.00
59,0,6,130268065643286391,2020-12-20 00:04:32,500000.00
59,1,6,9268078621429757,2020-12-20 21:42:36,510000.00
59,0,1,141268089684052564,2020-12-22 18:41:41,500000.00
59,0,1,137268074845841608,2020-12-22 18:44:03,550000.00
59,0,1,111268065658910460,2020-12-22 18:45:16,500000.00
60,0,1,9264171625348411,2020-03-24 14:02:13,300000.00
60,0,0,9266380773945020,2020-08-24 23:57:06,320000.00
60,0,4,9266941484360734,2020-10-02 22:28:35,2000000.00
60,0,1,9266986197280832,2020-10-06 00:59:15,370000.00
60,0,0,9267585783957274,2020-11-16 16:18:06,370000.00
60,1,5,9267762279906148,2020-11-28 22:27:09,740000.00
60,0,5,83268051261260784,2020-12-19 00:06:50,120000.00
60,0,5,82268051304893438,2020-12-19 00:10:22,120000.00
61,0,2,9267816513653617,2020-12-02 16:51:58,400000.00
61,0,4,9267846516812779,2020-12-04 18:51:23,620000.00
61,0,5,9267861109637102,2020-12-05 19:10:16,620000.00
61,0,4,9267947436108859,2020-12-11 19:03:23,620000.00
61,0,1,82268001947958751,2020-12-15 13:54:30,440000.00
61,1,3,124268031317041561,2020-12-17 14:58:57,300000.00
61,0,3,160268031398151555,2020-12-17 15:00:22,500000.00
61,1,3,9268032922710719,2020-12-17 17:32:48,510000.00
61,0,3,165268033005839822,2020-12-17 17:42:01,500000.00
61,0,3,108268033065981529,2020-12-17 17:46:54,500000.00
61,0,4,137268047948448625,2020-12-18 18:35:15,500000.00
61,0,4,167268047977846654,2020-12-18 18:37:51,400000.00
61,0,5,127268051813436041,2020-12-19 01:02:31,500000.00
61,0,5,128268062447113844,2020-12-19 18:45:19,500000.00
61,0,0,82268091008677129,2020-12-21 18:20:19,230000.00
61,0,1,104268090209124705,2020-12-22 21:35:07,400000.00
61,0,2,83268120496758995,2020-12-23 19:29:45,120000.00
62,0,4,81267647309689559,2020-11-20 22:50:13,460000.00
62,0,4,81267745843422577,2020-11-27 19:04:46,680000.00
62,0,5,83267860614647144,2020-12-05 18:21:37,400000.00
62,0,5,9267860748864716,2020-12-05 18:34:48,460000.00
62,0,5,106267860996759395,2020-12-05 18:59:38,500000.00
62,0,1,125267900964042401,2020-12-08 13:37:30,550000.00
62,0,2,105267920299356087,2020-12-09 21:50:18,500000.00
62,1,2,159267920307532062,2020-12-09 21:51:02,600000.00
62,0,2,160267920317595361,2020-12-09 21:51:46,500000.00
62,1,2,162267920321993862,2020-12-09 21:52:25,500000.00
62,0,2,154267920388057609,2020-12-09 21:59:06,500000.00
62,0,2,134267920478424444,2020-12-09 22:08:04,600000.00
62,0,3,169267928859750370,2020-12-10 12:06:03,500000.00
62,0,3,81267933335378957,2020-12-10 19:33:15,680000.00
62,0,3,82267935639279323,2020-12-10 23:23:32,440000.00
62,0,3,113267935899875582,2020-12-10 23:50:19,500000.00
62,1,3,161267935904673874,2020-12-10 23:51:26,500000.00
62,0,3,158267935919911196,2020-12-10 23:52:17,600000.00
62,1,3,127267935976950040,2020-12-10 23:57:22,500000.00
62,0,4,152267936179378170,2020-12-11 00:18:00,500000.00
62,0,4,165267943297022931,2020-12-11 12:09:47,500000.00
62,1,4,117267943426695075,2020-12-11 12:22:32,500000.00
62,1,4,141267943437834363,2020-12-11 12:23:45,400000.00
62,1,4,131267943519997797,2020-12-11 12:32:37,400000.00
62,0,5,83267958783877883,2020-12-12 13:58:17,620000.00
62,0,5,106267958975709801,2020-12-12 14:17:16,550000.00
62,0,5,9267959105785147,2020-12-12 14:30:09,740000.00
62,0,1,171268002372632187,2020-12-15 14:37:33,400000.00
62,0,1,132268002387622555,2020-12-15 14:38:22,500000.00
62,0,1,144268002389436303,2020-12-15 14:38:54,500000.00
62,0,1,137268002402647837,2020-12-15 14:40:27,500000.00
62,0,1,124268002418012900,2020-12-15 14:41:40,300000.00
62,0,1,135268002411050098,2020-12-15 14:42:28,650000.00
62,0,1,128268002438966174,2020-12-15 14:44:18,500000.00
62,0,2,160268016043746568,2020-12-16 13:24:55,600000.00
62,0,2,134268016879395513,2020-12-16 14:48:03,650000.00
62,0,2,105268020681864052,2020-12-16 21:08:53,600000.00
